step,pElo,nll
21400,589.96,14.66183
21427,564.575,12.93525
21453,542.182,9.80404
21480,567.181,14.51036
21501,560.194,13.94074
21527,602.134,12.24862
21554,518.424,12.10466
21580,613.222,10.31357
21602,532.858,12.75503
21628,618.674,6.50963
21654,647.308,10.50102
21676,639.92,10.34124
21702,566.314,13.81948
21729,638.43,8.48054
21750,630.162,8.43533
21776,561.074,12.78724
21803,603.734,12.13394
21829,556.655,6.92098
21851,591.602,14.20883
21877,517.441,8.0042
21904,572.347,9.2342
21930,577.452,8.5449
21952,613.222,9.26094
21977,637.683,5.19385
22002,539.408,9.00681
22028,555.766,10.14354
22054,582.497,6.74922
22079,632.43,10.68217
22105,561.952,12.49005
22126,599.725,5.52516
22152,600.529,6.10571
22178,594.868,5.9522
22205,522.328,13.93445
22226,488.755,12.99906
22253,593.238,13.81687
22279,554.874,14.74732
22300,545.85,14.77136
22327,574.907,13.79894
22353,548.579,6.34529
22380,561.074,13.9589
22401,556.655,12.60297
22427,634.688,10.08272
22452,524.265,9.20491
22478,544.02,12.91875
22504,627.123,10.38877
22530,637.683,11.15761
22550,610.08,10.23381
22576,633.183,11.20026
22602,627.123,12.26037
22628,566.314,7.68838
22654,555.766,14.92147
22675,547.671,7.32116
22701,610.867,11.65301
22727,463.209,12.53294
22753,628.645,11.50355
22779,555.766,8.09006
22800,561.074,14.3334
22826,564.575,14.64657
22853,625.597,7.43831
22880,539.408,11.18334
22901,646.574,11.05165
22927,596.493,12.04563
22954,574.907,8.37092
22980,623.3,11.09969
23001,636.936,6.76739
23028,609.291,10.91556
23054,547.671,12.52482
23076,598.111,11.89828
23102,616.344,10.51984
23129,589.137,8.98506
23155,560.194,12.23005
23176,545.85,13.37447
23202,569.772,11.14124
23229,554.874,12.88488
23250,570.632,14.73573
23277,560.194,13.48482
23303,547.671,13.58794
23330,555.766,10.74658
23351,550.388,13.85714
23376,553.086,14.66553
23402,553.086,14.57338
23429,589.137,12.11
23455,629.404,6.09811
23476,552.188,12.82224
23503,583.333,12.82318
23529,550.388,10.66684
23550,517.441,8.74255
23577,594.054,12.07191
23604,605.328,9.13312
23630,582.497,13.94231
23651,541.26,13.73291
23678,610.08,10.30136
23704,534.741,11.05333
23730,526.192,8.11292
23751,553.981,6.07189
23777,611.653,8.38771
23804,641.405,8.21422
23830,563.702,11.7942
23851,629.404,8.1973
23878,594.868,12.11616
23904,648.042,8.84447
23925,539.408,10.55782
23952,563.702,14.5062
23978,582.497,14.38288
24004,578.297,8.00458
24026,568.047,8.78712
24052,518.424,9.4976
24079,623.3,9.05649
24105,636.936,11.19748
24126,512.488,10.14176
24153,615.566,6.4106
24179,547.671,8.35752
24200,609.291,10.75194
24227,521.356,9.97276
24253,634.688,12.09745
24279,586.659,12.92904
24301,530.965,13.13483
24327,561.074,14.21555
24353,530.965,8.07114
24380,621.762,11.31942
24401,614.005,5.90548
24428,622.532,11.03176
24454,671.037,6.28742
24475,540.335,13.62386
24502,540.335,7.66526
24528,547.671,13.58896
24555,632.43,8.26086
24576,627.885,8.59226
24602,624.067,8.98125
24629,659.651,8.83514
24650,568.91,14.34484
24676,555.766,14.38537
24703,633.183,9.26052
24729,579.982,6.06941
24751,624.833,9.0182
24777,663.233,9.53455
24804,636.936,9.41576
24825,559.312,13.43762
24852,553.981,13.35075
24878,614.005,7.64203
24905,565.445,7.66316
24926,635.438,8.54736
24952,547.671,10.07786
24979,536.615,12.37862
25005,631.675,8.55708
25026,546.762,14.35949
25053,533.8,10.70008
25079,668.918,10.57051
25101,631.675,8.37999
25127,672.445,10.08789
25153,578.297,8.24506
25180,636.188,8.92941
25201,553.086,7.99685
25227,548.579,14.64213
25254,617.122,9.86192
25275,555.766,13.39103
25301,526.192,8.14294
25328,617.122,8.61365
25354,543.102,12.20392
25376,565.445,9.68231
25402,595.681,10.91008
25428,550.388,13.08039
25454,602.935,11.68316
25476,581.66,11.38834
